id,energy
3793,-66.40276311363257
3794,-70.3900597003886
3795,-54.440873353364466
3796,-66.40276311363257
3797,-74.37735628714464
3798,-74.37735628714464
3799,-46.466280179852404
3800,-66.40276311363257
3801,-94.3138392209248
3802,-78.36465287390067
3803,-70.3900597003886
3804,-74.37735628714464
3805,-74.37735628714464
3806,-94.3138392209248
3807,-38.491687006340335
3808,-70.3900597003886
3809,-70.3900597003886
3810,-46.466280179852404
3811,-66.40276311363257
3812,-66.40276311363257
3813,-62.415466526876536
3814,-70.3900597003886
3815,-74.37735628714464
3816,-66.40276311363257
3817,-78.36465287390067
3818,-70.3900597003886
3819,-86.33924604741274
3820,-86.33924604741274
3821,-62.415466526876536
3822,-54.440873353364466
3823,-58.4281699401205
3824,-74.37735628714464
3825,-74.37735628714464
3826,-74.37735628714464
3827,-94.3138392209248
3828,-66.40276311363257
3829,-74.37735628714464
3830,-78.36465287390067
3831,-82.3519494606567
3832,-58.4281699401205
3833,-58.4281699401205
3834,-74.37735628714464
3835,-78.36465287390067
3836,-86.33924604741274
3837,-66.40276311363257
3838,-74.37735628714464
3839,-50.453576766608435
3840,-50.453576766608435
3841,-82.3519494606567
3842,-82.3519494606567
3843,-74.37735628714464
3844,-62.415466526876536
3845,-74.37735628714464
3846,-94.3138392209248
3847,-58.4281699401205
3848,-78.36465287390067
3849,-70.3900597003886
3850,-82.3519494606567
3851,-66.40276311363257
3852,-66.40276311363257
3853,-62.415466526876536
3854,-58.4281699401205
3855,-62.415466526876536
3856,-102.28843239443687
3857,-62.415466526876536
3858,-66.40276311363257
3859,-86.33924604741274
3860,-78.36465287390067
3861,-86.33924604741274
3862,-66.40276311363257
3863,-70.3900597003886
3864,-86.33924604741274
3865,-86.33924604741274
3866,-70.3900597003886
3867,-66.40276311363257
3868,-58.4281699401205
3869,-78.36465287390067
3870,-70.3900597003886
3871,-70.3900597003886
3872,-78.36465287390067
3873,-94.3138392209248
3874,-82.3519494606567
3875,-70.3900597003886
3876,-66.40276311363257
3877,-62.415466526876536
3878,-58.4281699401205
3879,-82.3519494606567
3880,-78.36465287390067
3881,-70.3900597003886
3882,-70.3900597003886
3883,-70.3900597003886
3884,-86.33924604741274
3885,-74.37735628714464
3886,-66.40276311363257
3887,-86.33924604741274
3888,-74.37735628714464
3889,-94.3138392209248
3890,-58.4281699401205
3891,-74.37735628714464
3892,-66.40276311363257
3893,-78.36465287390067
3894,-102.28843239443687
3895,-74.37735628714464
3896,-90.32654263416877
3897,-70.3900597003886
3898,-62.415466526876536
3899,-86.33924604741274
3900,-94.3138392209248
3901,-74.37735628714464
3902,-78.36465287390067
3903,-86.33924604741274
3904,-86.33924604741274
3905,-74.37735628714464
3906,-50.453576766608435
3907,-62.415466526876536
3908,-54.440873353364466
3909,-66.40276311363257
3910,-78.36465287390067
3911,-66.40276311363257
3912,-58.4281699401205
3913,-94.3138392209248
3914,-70.3900597003886
3915,-42.47898359309637
3916,-50.453576766608435
3917,-78.36465287390067
3918,-74.37735628714464
3919,-86.33924604741274
3920,-66.40276311363257
3921,-94.3138392209248
3922,-94.3138392209248
3923,-70.3900597003886
3924,-86.33924604741274
3925,-86.33924604741274
3926,-78.36465287390067
3927,-62.415466526876536
3928,-78.36465287390067
